link_imagem,data_coleta
https://en.wikipedia.org/static/images/icons/enwiki-25.svg,2026-04-09 13:40:42
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-en-25.svg,2026-04-09 13:40:42
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-en-25.svg,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/60px-Question_book-new.svg.png,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Lars_H%C3%B6rmander.jpg/250px-Lars_H%C3%B6rmander.jpg,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/en/thumb/6/69/P_vip.svg/40px-P_vip.svg.png,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg/40px-Nuvola_apps_edu_mathematics_blue-p.svg.png,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/20px-Symbol_category_class.svg.png,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Symbol_portal_class.svg/20px-Symbol_portal_class.svg.png,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg/20px-Nuvola_apps_edu_mathematics_blue-p.svg.png,2026-04-09 13:40:42
https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,2026-04-09 13:40:42
https://en.wikipedia.org/wiki/Special:CentralAutoLogin/start?useformat=desktop&type=1x1&usesul3=1,2026-04-09 13:40:42
https://en.wikipedia.org/static/images/footer/wikimedia.svg,2026-04-09 13:40:42
https://en.wikipedia.org/w/resources/assets/mediawiki_compact.svg,2026-04-09 13:40:42
